title,itemtype,deweyClass,Counts,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"English for beginners Mandarin",bcvhs,495.18,20,7,6,5,2,0,0,0,0,0,0,0,0,0
"practical Chinese grammar for foreigners",acbk,495.18242,20,5,1,1,1,1,1,1,2,5,2,0,0,0
"RÃ¢Â€Âšnyi picture dictionary Russian and English",bcbk,491.7321,20,5,8,0,0,2,1,1,2,1,0,0,0,0
"Basic English ESL",bcvhs,428,20,7,6,4,3,0,0,0,0,0,0,0,0,0
"Grammar connections",bccas,428.24,20,9,7,2,2,0,0,0,0,0,0,0,0,0
"Harper Collins Italian concise dictionary",acbk,453.21,20,5,2,2,3,1,3,2,2,0,0,0,0,0
"structure of the Japanese language",acbk,495.65,20,4,4,3,3,2,2,2,0,0,0,0,0,0
"Japanese stories for language learners bilingual stories in Japanese and English Shotosutori de manabu nihongo",acbk,495.686,20,0,0,0,0,0,0,0,0,0,0,0,0,11
"SueÃ‚Â¤o de otto",acbk,468.62,20,4,2,4,1,1,1,3,1,2,0,1,0,0
"Conversational English for Japanese speakers",bccas,428,20,8,5,5,2,0,0,0,0,0,0,0,0,0
"Commas are our friends the easy enjoyable way to master grammar and punctuation",acbk,428,20,3,3,2,3,2,1,1,0,2,1,1,0,1
"501 Japanese verbs fully described in all inflections moods aspects and formality levels",acbk,495.68242,20,5,3,5,2,1,0,2,1,1,0,0,0,0
"Oxford Duden pictorial French English dictionary",acbk,443.21,20,8,7,4,1,0,0,0,0,0,0,0,0,0
"New interchange English for international communication students book 1",bcbk,428.24,20,0,0,3,6,1,1,1,0,2,4,2,0,0
"Pronunciation power",accdrom,421.54,20,7,6,7,0,0,0,0,0,0,0,0,0,0
"English as a global language",acbk,420,20,4,1,5,4,2,4,0,0,0,0,0,0,0
"American tongues",acvhs,427.97,20,4,6,8,2,0,0,0,0,0,0,0,0,0
"Say it right in Spanish easily pronounced language systems",acbk,468.3421,20,0,0,0,0,0,0,0,0,0,0,0,0,20
"Learning to speak English Hmong Program 1",bccd,428.34959,20,0,4,3,3,2,0,1,5,0,1,0,1,0
"Just Look n learn Italian picture dictionary",jcbk,453.21,20,3,4,4,2,2,5,0,0,0,0,0,0,0
"Angliiskii iazyk prosto o slozhnom prakticheskii kurs",bcbk,428.24917,20,3,7,2,2,4,2,0,0,0,0,0,0,0
"word snoop",acbk,420.9,20,0,0,0,8,0,5,5,1,1,0,0,0,0
"American English I",bckit,428,20,6,9,5,0,0,0,0,0,0,0,0,0,0
"Muzzy French a video language course",jlvhs,448.3421,20,8,5,5,2,0,0,0,0,0,0,0,0,0
"ExpressWays 1",bccas,428,20,7,3,5,5,0,0,0,0,0,0,0,0,0
"Living with English",acbk,428.24,20,9,3,6,2,0,0,0,0,0,0,0,0,0
"Side by side Spanish English grammar",acbk,468.2421,20,6,1,0,0,0,1,0,1,1,6,2,2,0
"ExpressWays 2",bccas,428,20,11,5,3,1,0,0,0,0,0,0,0,0,0
"lingua italiana insegnata agli stranieri metodo teorico practico",acbk,458.2421,20,5,2,2,4,2,2,1,2,0,0,0,0,0
"Speak English like an American you already speak English now speak it even better Hable InglÃ¢Â€Âšs como los Americanos",bckit,428.2461,20,4,7,2,5,1,0,0,1,0,0,0,0,0
"Kodanshas concise romanized Japanese English dictionary",acbk,495.6321,20,9,2,3,1,0,2,3,0,0,0,0,0,0
"I judge you when you use poor grammar a collection of egregious errors disconcerting bloopers and other linguistic slip ups",acbk,428.2,20,0,0,0,0,0,0,0,0,0,0,10,6,4
"InglÃƒÂ©s para Latinos Primer nivel",bcbk,428.2461,20,0,0,0,0,0,0,0,0,0,0,0,7,13
"Zounds a browsers dictionary of interjections",acbk,423.1,20,6,3,3,1,2,2,1,2,0,0,0,0,0
"Further French",acbk,448.2421,20,8,4,6,2,0,0,0,0,0,0,0,0,0
"McGraw Hills essential English irregular verbs",bcbk,428.2,20,0,0,0,0,0,0,0,0,0,0,0,2,18
"Deutsch konkret a German course for young people in 3 volumes",acbk,438.3421,20,0,2,3,3,0,3,3,6,0,0,0,0,0
"Conversational Chinese for beginners",acbk,495.1,20,1,2,2,1,1,0,1,0,5,3,4,0,0
"describers dictionary a treasury of terms and literary quotations for readers and writers",acbk,423.1,20,1,5,3,1,3,1,4,2,0,0,0,0,0
"Modern English",bccas,428,20,7,4,6,3,0,0,0,0,0,0,0,0,0
"Business English",acbk,428.20886,20,7,5,5,2,1,0,0,0,0,0,0,0,0
"Mexican slang plus graffiti",acbk,467.972,20,0,0,0,0,0,0,0,0,0,0,10,6,4
"superior persons third book of well bred words",acbk,428.1,20,4,3,3,5,2,1,2,0,0,0,0,0,0
"ultimate phrasal verb book",bcbk,428.34,20,0,0,0,0,0,0,0,0,0,0,0,2,18
"real McCoy the true stories behind our everyday phrases",acbk,422,20,12,5,3,0,0,0,0,0,0,0,0,0,0
"In English Unit 1 lessons 3 and 4",bccdrom,428.34,20,6,3,3,3,5,0,0,0,0,0,0,0,0
"Chinese writing an introduction",jcbk,495.1,19,0,4,6,0,3,1,4,1,0,0,0,0,0
"Oxford American desk dictionary",acbk,423,19,3,4,5,2,5,0,0,0,0,0,0,0,0
"Latin American Spanish phrase book",acbk,468.3421,19,10,7,2,0,0,0,0,0,0,0,0,0,0
"Pyojun saekugo sajon",acbk,495.73,19,0,0,0,2,5,6,5,1,0,0,0,0,0
"Ready to use ESL activities for every month of the school year",bcbk,428.0078,19,11,1,2,3,2,0,0,0,0,0,0,0,0
"Reading comprehension success in 20 minutes a day",acbk,428.4,19,0,0,0,0,0,0,0,0,0,6,6,4,3
"Minjungs English Korean Korean English dictionary",acbk,495.7321,19,0,5,0,6,0,1,1,2,1,0,1,2,0
"grammar of Byelorussian",acbk,491.79982,19,0,0,4,5,5,4,1,0,0,0,0,0,0
"Conversational Brazilian Portuguese illustrated intended for self study and for use in schools",acbk,469.82421,19,5,4,5,3,2,0,0,0,0,0,0,0,0
"American short stories Amerikanische Kurzgeschichten",acbk,438.6421,19,3,0,1,1,1,1,0,1,3,4,3,1,0
"Italian by association",acbk,458.2421,19,2,5,5,3,4,0,0,0,0,0,0,0,0
"In between things",jcbk,428.2,19,0,0,0,0,0,0,0,0,0,0,0,0,19
"Ot Adamova iabloka do IAbloka razdora proiskhozhdenie slov i vyrazhenii",acbk,491.78242,19,0,0,0,0,0,0,4,6,5,1,3,0,0
"Speaking to one another an anthology",bcbk,428.62,19,2,6,5,3,0,0,3,0,0,0,0,0,0
"Collins Robert French English English French dictionary",acbk,443.21,19,2,6,3,3,1,4,0,0,0,0,0,0,0
"NTCs new college French and English dictionary",acbk,443.21,19,6,3,1,2,1,4,2,0,0,0,0,0,0
"Hello America Unit 1 Beginner a video English course",bcvhs,428,19,11,4,3,1,0,0,0,0,0,0,0,0,0
"Mise en train premiÃ…Â re annÃ¢Â€Âše de franÃ¢Â€Â¡ais",acbk,448.2421,19,3,3,2,1,2,0,0,1,2,5,0,0,0
"Korean made simple 2 The next step in learning the Korean language",acbk,495.78242,19,0,0,0,0,0,0,0,0,0,0,0,11,7
"In English Unit 4",bcvhs,428.24,19,6,8,2,3,0,0,0,0,0,0,0,0,0
"Focus on phonics 4 Other vowel sounds and consonant spellings",bcbk,428.40715,19,0,0,0,0,0,0,0,0,0,7,7,1,4
"Vistas 1 an interactive course in English",bccas,428,19,8,10,0,1,0,0,0,0,0,0,0,0,0
Chinese,accas,495.1,19,7,4,2,1,5,0,0,0,0,0,0,0,0
"15 minute French learn in just 12 weeks",acbk,448.3421,19,0,0,0,0,0,0,0,0,0,0,0,0,19
"Situational Japanese 3",acbk,495.68642,19,1,5,5,4,1,1,1,1,0,0,0,0,0
"Spelling simplified",bcbk,428.1,19,8,4,2,4,1,0,0,0,0,0,0,0,0
"Oxford Russian dictionary",acbk,491.7321,19,4,2,3,1,3,0,0,3,2,1,0,0,0
"In English Unit 2 lessons 5 and 6",bccdrom,428.34,19,9,5,2,1,2,0,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs sin barreras 12 El curso de ciudadanÃ‚Â¡a el video maestro de inglÃ¢Â€Âšs conversacional",bcdvd,428.3461,19,0,0,0,2,5,1,0,2,1,4,2,2,0
"Word by word diccionario ilustrado de InglÃ¢Â€Âšs English Spanish picture dictionary",bcbk,423.61,19,12,2,2,1,2,0,0,0,0,0,0,0,0
"Oxford companion to the English language",acbk,420,19,1,1,0,9,1,2,3,1,1,0,0,0,0
"Side by side Book 1",bccas,428,19,6,3,6,4,0,0,0,0,0,0,0,0,0
"Side by side Student book 4",bccas,428.34,19,7,8,4,0,0,0,0,0,0,0,0,0,0
"Colloquial Cantonese",accas,495.1,19,5,8,4,2,0,0,0,0,0,0,0,0,0
"Intermediate Chinese",acbk,495.1864,19,1,0,0,1,0,0,0,6,5,2,1,0,3
"Verbal advantage",accas,428,19,7,4,6,1,1,0,0,0,0,0,0,0,0
"750 Russian verbs and their uses",acbk,491.78242,19,3,6,3,1,1,1,2,2,0,0,0,0,0
"Situational Japanese 4",acbk,495.68642,19,4,2,2,5,2,1,1,2,0,0,0,0,0
"Triple your reading speed",acbk,428.432,19,0,0,0,0,0,0,0,0,0,7,5,5,2
"Contemporarys Working in English",bcbk,428.64,19,4,2,2,2,6,2,0,1,0,0,0,0,0
"Arabic for beginners with a guide to Arabic writing",acbk,492.78242,19,7,6,6,0,0,0,0,0,0,0,0,0,0
"Write English right an ESL homonym workbook",bckit,428.24,19,8,4,7,0,0,0,0,0,0,0,0,0,0
"Swearing a social history of foul language oaths and profanity in English",acbk,429.09,19,5,3,4,4,3,0,0,0,0,0,0,0,0
"Mastering German",accas,438,19,9,3,4,3,0,0,0,0,0,0,0,0,0
"College the American way a fun ESL guide to English language and campus life in the U S",bcbk,428.24,19,0,0,0,0,0,0,0,0,0,0,0,3,16
"Everyday American English dictionary a basic dictionary for English language learning",bcbk,423,19,0,3,5,3,3,2,3,0,0,0,0,0,0
"Read think Spanish",acbk,468.6421,19,0,0,0,0,0,0,0,0,0,0,12,7,0
"American Heritage childrens thesaurus",jcbk,423.12,19,0,0,0,0,0,0,0,0,0,6,3,6,4
"Does it bounce",jcbk,428.1,19,1,1,1,0,2,6,4,1,3,0,0,0,0
"Manual de espaÃ‚Â¤ol correcto",acbk,468.2421,19,6,1,0,1,2,1,4,1,2,0,1,0,0
"NTCs compact Dutch and English dictionary",acbk,439.31321,19,1,4,1,1,0,0,1,2,1,3,5,0,0
"Langenscheidts GrosswÃ¢Â€Ârterbuch Deutsch als Fremdsprache das einsprachige WÃ¢Â€Ârterbuch fÃ‚Âr alle die Deutsch lernen in der neuen deutschen Rechtschreibung",acbk,433,19,2,2,3,3,1,0,4,1,1,1,1,0,0
"More weird and wonderful words",acbk,428.1,19,3,2,5,2,0,2,2,3,0,0,0,0,0
"American language an inquiry into the development of English in the United States",acbk,420.9,19,0,4,4,5,2,0,1,1,2,0,0,0,0
"Fundamentals of English grammar",acbk,428.24,19,11,4,3,1,0,0,0,0,0,0,0,0,0
"Festival of folktales stories for whole language learning",bcbk,428.64,19,6,4,0,1,3,2,1,0,2,0,0,0,0
"guide to Old English",acbk,429,19,0,0,3,1,1,0,0,3,5,2,2,2,0
"Yongo yuumo chip Lets laugh and learn",acbk,428.24,19,3,2,0,1,1,3,2,4,1,0,1,0,1
"new grammar in action an illustrated workbook",acbk,428.24,19,11,4,4,0,0,0,0,0,0,0,0,0,0
"Vox diccionario de sinÃ‚Â¢nimos y antÃ‚Â¢nimos",acbk,463.1,19,1,3,6,3,1,0,1,2,1,0,1,0,0
"TOEFL Barrons how to prepare for the test of English as a foreign language",bccas,428,19,3,6,7,3,0,0,0,0,0,0,0,0,0
"5000 Russian words with all their inflected forms and other grammatical information a Russian English dictionary with an English Russian word index",acbk,491.7321,19,2,1,2,3,2,1,1,4,2,1,0,0,0
"Face the issues intermediate listening and critical thinking skills",bccas,428.34,19,8,5,3,3,0,0,0,0,0,0,0,0,0
"Habla EspaÃƒÂ±ol beyond the basics",acdvd,468.2421,19,0,0,0,0,0,0,0,0,0,0,0,12,7
"Early English a study of Old and Middle English",acbk,429,19,1,2,3,1,1,1,3,3,1,0,3,0,0
"Prentice Hall reference guide to grammar and usage",acbk,428.2,19,4,4,10,1,0,0,0,0,0,0,0,0,0
"Arrivals cross cultural experiences in literature",bcbk,428.64,19,1,3,6,9,0,0,0,0,0,0,0,0,0
"Essential grammar for modern Chinese",acbk,495.18242,19,3,3,3,3,0,3,0,2,2,0,0,0,0
"Hands on English",acbk,428.2,18,2,3,1,0,1,2,5,4,0,0,0,0,0
"Acting with an accent Upper class New England Kennedy esque stage dialect instruction",accas,427,18,4,4,5,4,1,0,0,0,0,0,0,0,0
"AsÃ‚Â¡ habla el mexicano diccionario bÃ‚Â sico de mexicanismos",acbk,467.903,18,0,0,0,0,0,4,5,4,3,2,0,0,0
"Harper Collins Russian dictionary Russian English English Russian",acbk,491.7321,18,2,4,5,4,2,1,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs esencial nivel avanzado",bckit,428.3461,18,12,5,0,1,0,0,0,0,0,0,0,0,0
"Conversation strategies pair and group activities for developing communicative competence",bcbk,428.34,18,5,4,3,4,2,0,0,0,0,0,0,0,0
"True stories in the news",bccas,428,18,6,6,1,4,0,1,0,0,0,0,0,0,0
"Elementary Korean",acbk,495.78242,18,3,3,6,6,0,0,0,0,0,0,0,0,0
"Danish a comprehensive grammar",acbk,439.81824,18,1,2,2,3,1,3,4,2,0,0,0,0,0
"Oxford Russian minidictionary",acbk,491.7321,18,10,6,1,1,0,0,0,0,0,0,0,0,0
"Side by side Activity workbook 2",bccas,428,18,10,2,0,6,0,0,0,0,0,0,0,0,0
"Opportunity for skillful reading",bcbk,428.40711,18,4,4,5,3,2,0,0,0,0,0,0,0,0
"Beginners Ukrainian",acbk,491.79824,18,4,2,3,2,2,2,0,2,1,0,0,0,0
"AllÃ¢Â€Âœ jÃ¢Â€Âšcoute French for the telephone",accas,448,18,7,3,3,4,1,0,0,0,0,0,0,0,0
"How English became English a short history of a global language",acbk,420.9,18,0,0,0,0,0,0,0,0,0,0,12,5,1
"Collins Chinese dictionary Ying Han Han Ying ci dian",acbk,495.1321,18,0,0,0,0,0,0,0,0,5,6,3,2,1
hike,bcbk,428.62,18,3,3,5,3,3,0,1,0,0,0,0,0,0
"Websters New World portable large print dictionary",acbk,423,18,3,4,2,0,1,1,1,4,1,0,0,1,0
"Stage dialects",acbk,427.9,18,3,4,0,1,1,2,2,2,0,2,0,1,0
"Learn German Deutsch the fast and fun way",acbk,438.3421,18,11,7,0,0,0,0,0,0,0,0,0,0,0
"Vox Spanish and English school dictionary English Spanish Spanish English",acbk,423.61,18,2,8,5,2,1,0,0,0,0,0,0,0,0
"compendium of collective nouns from an armory of aardvarks to a zeal of zebras",acbk,425.54,18,0,0,0,0,0,0,0,0,9,2,5,2,0
"Collins English Italian Italian English dictionary",acbk,453.21,18,1,1,2,4,4,3,3,0,0,0,0,0,0
"Columbia University study program in rapid reading with improved retention",acbk,428.43,18,0,5,5,2,2,0,2,0,1,1,0,0,0
"Japanese language",acbk,495.6,18,7,7,4,0,0,0,0,0,0,0,0,0,0
"My everyday Spanish word book",jcbk,468.2421,18,9,5,4,0,0,0,0,0,0,0,0,0,0
"New interchange English for international communication students book 1",acbk,428.24,18,8,6,4,0,0,0,0,0,0,0,0,0,0
"Auto inglÃ¢Â€Âšs las 1000 palabras esenciales para comunicarse en inglÃ¢Â€Âšs",bccd,428.3461,18,0,0,6,4,2,2,2,1,1,0,0,0,0
"Colloquial Swedish",acbk,439,18,8,4,5,1,0,0,0,0,0,0,0,0,0
"Advanced Russian",acbk,491.78242,18,2,1,3,1,2,1,1,1,1,2,1,1,1
"Colloquial Romanian the complete course for beginners",acbk,459.82421,18,8,3,6,0,0,0,0,0,0,0,0,0,1
"Han zi di xing cheng",acvhs,495.1,18,6,3,4,2,3,0,0,0,0,0,0,0,0
"In English Unit 2",bcvhs,428.24,18,4,6,5,2,1,0,0,0,0,0,0,0,0
"DoÃ‚Â¤a Blanca and other Hispanic nursery rhymes and games",jcbk,468.02,18,6,4,4,2,2,0,0,0,0,0,0,0,0
"Readers guide to intermediate Japanese a quick reference to written expressions",acbk,495.68242,18,5,0,2,3,2,3,1,1,1,0,0,0,0
"compact Nelson Japanese English character dictionary based on the revised version of the classic edition by Andrew N Nelson",acbk,495.6321,18,3,5,2,1,4,2,1,0,0,0,0,0,0
"English way to say hello Kak obshchaiutsia anglichane uchebnik angliiskogo iazyka",acbk,428.34917,18,2,4,5,3,3,1,0,0,0,0,0,0,0
"Complete language pack Italian learn in just 15 minutes a day",acbk,458.3421,18,0,0,0,0,0,0,0,0,0,0,0,0,18
"English as a foreign language grammar and syntax for teachers and advanced students",acbk,428,18,3,1,4,1,0,1,0,1,4,1,0,2,0
"Nice n easy French grammar",acbk,448.2421,18,4,5,3,4,2,0,0,0,0,0,0,0,0
"Middle English vocabulary",acbk,427.02,18,1,2,3,1,0,1,0,1,4,1,2,1,1
"Random House Websters pocket Russian dictionary Russian English English Russian Russko angliiskii Anglo russkii slovar",acbk,491.7321,18,7,1,3,4,3,0,0,0,0,0,0,0,0
"America past present",bcbk,428.64,18,5,3,4,2,2,0,0,1,1,0,0,0,0
"Swearing a social history of foul language oaths and profanity in English",acbk,427.09,18,1,3,3,5,0,4,2,0,0,0,0,0,0
"Beginners French grammar",acbk,448.2421,18,6,7,4,1,0,0,0,0,0,0,0,0,0
"Acting with an accent Russian dialect instruction",accas,427.9471,18,5,3,4,6,0,0,0,0,0,0,0,0,0
"inconvenient alphabet Ben Franklin Noah Websters spelling revolution",jcbk,428.13,18,0,0,0,0,0,0,0,0,0,0,0,0,18
"Russian grammar",acbk,491.7,18,2,1,2,2,3,1,3,4,0,0,0,0,0
"Language success in German",accas,438,18,4,4,5,4,1,0,0,0,0,0,0,0,0
"Rawsons dictionary of euphemisms and other doubletalk being a compilation of linguistic fig leaves and verbal flourishes for artful users of the English language",acbk,423.1,18,2,1,1,4,3,4,1,2,0,0,0,0,0
"dictionary of Russian gesture",acbk,491.7019,18,1,0,2,2,2,2,0,1,2,2,1,2,0
"In English Unit 4 lessons 5 and 6",bccdrom,428.34,18,9,2,5,1,1,0,0,0,0,0,0,0,0
Chinese,acbk,495.109,18,1,5,3,1,5,0,1,2,0,0,0,0,0
"English plus",bcvhs,428,18,4,6,5,3,0,0,0,0,0,0,0,0,0
"Phrase by phrase pronunciation videotapes vol 5",bcvhs,428.1,18,5,7,6,0,0,0,0,0,0,0,0,0,0
"Oxford Duden pictorial Spanish and English dictionary",acbk,463.21,18,6,4,1,3,1,2,1,0,0,0,0,0,0
"Rogets superthesaurus",acbk,423.1,18,3,4,3,5,1,1,1,0,0,0,0,0,0
"Portuguese simplified An easy and rapid self instructor",acbk,469,18,4,2,0,3,2,3,2,2,0,0,0,0,0
"Stories to tell our children",bcbk,428.64,18,7,1,5,3,1,1,0,0,0,0,0,0,0
"Pimsleur language programs Ukrainian I B the complete course",accd,491.79,18,4,6,1,3,4,0,0,0,0,0,0,0,0
"Norwegian English dictionary a pronouncing and translating dictionary of modern Norwegian BokmÃ¢Â€Â l and Nynorsk with a historical and grammatical introduction",acbk,439.8,18,4,7,2,2,1,2,0,0,0,0,0,0,0
"Hello America Unit 5 Intermediate a video English course",bcvhs,428,18,10,5,3,0,0,0,0,0,0,0,0,0,0
"elements of Old English elementary grammar reference grammar and reading selections",acbk,429.82421,17,2,0,1,4,5,0,0,1,0,1,1,1,1
"Focus on phonics 1 Sounds and names of letters",bcbk,428.40715,17,0,0,0,0,0,0,0,0,0,5,9,1,2
"German for musicians",acbk,438.2421,17,0,1,4,4,3,1,1,3,0,0,0,0,0
"handbook of good English",acbk,428.2,17,5,2,4,1,1,0,3,1,0,0,0,0,0
"Random House English language desk reference",acbk,428,17,5,3,2,1,1,5,0,0,0,0,0,0,0
"Speak Cantonese",acbk,495.1,17,3,3,1,1,3,0,1,3,2,0,0,0,0
"Merriam Websters intermediate dictionary",acbk,423,17,7,5,2,2,0,1,0,0,0,0,0,0,0
"Learning Russian",acvhs,491.78,17,2,6,4,4,1,0,0,0,0,0,0,0,0
"If you teach me Japanese Ill teach you English a guide to exchanging languages",acbk,495.6,17,2,4,3,3,3,0,2,0,0,0,0,0,0
"espaÃ‚Â¤ol de AmÃ¢Â€Âšrica",acbk,467.98,17,3,2,1,3,2,1,2,1,0,0,1,1,0
"ABC Chinese English comprehensive dictionary alphabetically based computerized",acbk,495.1321,17,4,5,3,5,0,0,0,0,0,0,0,0,0
"Making meaning making change participatory curriculum development for adult ESL literacy",bcbk,428.007,17,6,0,4,4,1,2,0,0,0,0,0,0,0
"Websterisms a collection of words and definitions set forth by the founding father of American English",acbk,423.028,17,0,0,0,8,1,1,1,1,1,1,1,1,1
"Exploring through writing a process approach to ESL composition",bcbk,428.24,17,0,2,5,4,6,0,0,0,0,0,0,0,0
"Changes an anthology",bcbk,428.62,17,7,3,2,3,1,1,0,0,0,0,0,0,0
"Read think Italian",acbk,458.2421,17,0,0,0,0,0,0,0,0,0,0,4,9,4
"Basic English as a second language",bccas,428.34959,17,4,4,2,5,1,1,0,0,0,0,0,0,0
"Listen learn beginners English reader",bccas,428,17,5,3,3,5,1,0,0,0,0,0,0,0,0
"In English Unit 4 lessons 1 and 2",bccdrom,428.34,17,9,1,6,1,0,0,0,0,0,0,0,0,0
"English the Berlitz way 2 for Chinese speakers",bccas,428.34951,17,0,0,1,5,7,4,0,0,0,0,0,0,0
"Generation us the challenge of global warming",bcbk,428.62,17,0,0,0,0,0,0,2,4,3,2,2,3,1
"Catalan English English Catalan dictionary",acbk,449.9321,17,0,3,2,5,3,1,2,1,0,0,0,0,0
"dictionary of American idioms",acbk,423.1,17,7,3,2,5,0,0,0,0,0,0,0,0,0
"Situational Japanese 5",acbk,495.68642,17,4,1,3,5,0,1,1,1,1,0,0,0,0
"Ying yu zhi xia jiao nin xie zheng que liu li di Ying yu",acbk,428.24,17,3,3,1,3,2,3,2,0,0,0,0,0,0
"My everyday French word book",jcbk,448.1,17,8,4,3,2,0,0,0,0,0,0,0,0,0
"Ukrainian phrasebook",acbk,491.79834,17,5,2,3,2,0,2,1,2,0,0,0,0,0
"English Yiddish Yiddish English dictionary romanized",acbk,439.1321,17,1,1,4,2,2,4,2,1,0,0,0,0,0
"Tieng Anh English for Vietnamese speakers chuong trÃ‚Ânh day du 1B",bccd,428.249,17,0,0,0,0,0,0,0,0,0,10,6,1,0
"Norwegian for travellers",acbk,439.8,17,2,2,1,2,3,2,4,1,0,0,0,0,0
"new Oxford picture dictionary",acbk,423.95922,17,1,1,2,1,7,2,3,0,0,0,0,0,0
"Armed gunmen true facts and other ridiculous nonsense a compiled compendium of repetitive redundancies",acbk,428,17,4,5,2,1,2,2,1,0,0,0,0,0,0
"Romanian English English Romanian dictionary phrasebook",acbk,459.321,17,0,0,0,0,0,0,4,4,0,1,4,3,1
"Hatchet jobs and hardball the Oxford dictionary of American political slang",acbk,427.09,17,3,2,6,1,3,0,1,1,0,0,0,0,0
"Conversational Russian in 20 lessons illustrated intended for self study and for use in schools with a simplified system of phonetic pronunciation",acbk,491.78342,17,4,9,2,0,2,0,0,0,0,0,0,0,0
"Tieng Anh English for Vietnamese speakers chuong trÃ‚Ânh day du 1A",bccd,428.249,17,0,0,0,0,0,0,0,0,3,8,2,4,0
"Taeptta singihan Yongmunpop uri mal an e Yongmunpop itta",acbk,425,17,0,0,0,6,3,5,3,0,0,0,0,0,0
"Living in English",bccas,428.24,17,10,2,3,1,1,0,0,0,0,0,0,0,0
"Exploring themes an interactive approach to literature",bcbk,428.64,17,3,4,3,0,4,3,0,0,0,0,0,0,0
"origins and development of the English language",acbk,420.9,17,1,0,3,2,0,2,0,3,1,1,1,2,1
"First words",bcbk,428.24,17,4,2,4,5,2,0,0,0,0,0,0,0,0
"Ying YÃ‚Âeh tzu tien English Cantonese dictionary",acbk,495.1321,17,6,2,2,0,2,0,1,4,0,0,0,0,0
"Nihongo notes 5 studying Japanese in context",acbk,495.68642,17,1,3,3,4,4,1,0,0,1,0,0,0,0
"English as a second foreign language from theory to practice",acbk,428.007,17,2,2,3,4,3,1,1,1,0,0,0,0,0
"Conversational Russian an intermediate course",acbk,491.78342,17,0,1,4,1,5,1,1,2,2,0,0,0,0
"How we talk American regional English today",acbk,427.0973,17,4,3,3,6,1,0,0,0,0,0,0,0,0
"Basic Korean dictionary Korean English English Korean",acbk,495.7321,17,7,3,2,2,3,0,0,0,0,0,0,0,0
"Penguin Rogets college thesaurus in dictionary form",acbk,423.1,17,2,3,2,3,4,1,0,2,0,0,0,0,0
"English for beginners Cantonese",bcvhs,495.18,17,6,3,6,2,0,0,0,0,0,0,0,0,0
"Accent English sounds of American speech English sounds made easy for Chinese speakers",bccas,428,17,4,2,7,3,1,0,0,0,0,0,0,0,0
"Basic vocabulary builder blackline masters for teaching basic second language skills in various languages",bcbk,428.24,17,6,3,3,3,1,0,1,0,0,0,0,0,0
"Portuguese at sight",acbk,469.86,17,0,4,2,4,4,1,1,1,0,0,0,0,0
"short reference grammar of Moroccan Arabic With an appendix of texts in Urban Moroccan Arabic by Louis Brunot",acbk,492.7,17,3,5,1,3,1,1,1,1,1,0,0,0,0
"American dialects a manual for actors directors and writers",acbk,427,17,2,1,3,3,3,2,0,3,0,0,0,0,0
"Jiao ni ru he shi yong di dao Ying yu Learn to use idiomatic English",acbk,428.24,17,2,4,11,0,0,0,0,0,0,0,0,0,0
"Anh van dÃ¢Â€Â¦m thoai cap toc quyen sÃ‚Â ch Anh van cho nguoi moi hoc English Vietnamese everyday dialogues",acbk,428.3495,17,0,0,0,4,8,2,3,0,0,0,0,0,0
"Basic English for Russian speakers",bccas,428.34917,17,11,3,3,0,0,0,0,0,0,0,0,0,0
"Building complex English sentences",bcbk,428.2,17,5,4,6,1,1,0,0,0,0,0,0,0,0
"Your own words",acbk,428,17,2,5,2,2,2,1,2,1,0,0,0,0,0
"Muzzy Anime tango ressun",jckit,495.6834,17,8,4,5,0,0,0,0,0,0,0,0,0,0
"No uncertain terms more writing from the popular On language column in the New York times magazine",acbk,428,17,1,3,2,6,1,1,3,0,0,0,0,0,0
"InglÃ¢Â€Âšs sin barreras 9 El trabajo video maestro de InglÃ¢Â€Âšs conversacional",bckit,428.3461,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"Keywords for American cultural studies",acbk,428.1,17,0,0,0,2,3,2,0,3,3,2,1,1,0
"French in action a beginning course in language and culture the Capretz method",acbk,448.3421,17,7,5,5,0,0,0,0,0,0,0,0,0,0
